algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max
budget_aware_primal_dual_unfolded,8,-5901.68994140625,74.99913787841797,353.89141845703125,0.0,102.97469329833984,151.1156463623047
risk_neutral_pgd,1,23.790990829467773,4105.98095703125,30841.984375,1.419158213167293e-08,,
risk_neutral_pgd,2,49.40147018432617,3885.256103515625,29691.921875,0.0,,
risk_neutral_pgd,3,43.17646789550781,3872.981201171875,31020.953125,0.0,,
risk_neutral_pgd,4,49.27641677856445,3883.293212890625,32001.01953125,0.0,,
risk_neutral_pgd,5,48.1435661315918,3238.12890625,24586.5390625,0.0,,
risk_neutral_pgd,6,49.75371170043945,3498.796142578125,28240.61328125,0.0,,
risk_neutral_pgd,7,49.61175537109375,3896.274658203125,33349.609375,0.0,,
risk_neutral_pgd,8,52.44148254394531,3418.8017578125,27968.875,0.0,,
risk_neutral_pgd,9,51.57383346557617,3406.150634765625,29117.650390625,0.0,,
risk_neutral_pgd,10,51.648101806640625,3608.172119140625,28698.69140625,0.0,,
wideband_pgd,1,-177783.40625,2372.34326171875,17777.5078125,1.9868215517249155e-08,,
wideband_pgd,2,-5362119.0,68064.6796875,542646.5625,0.0,,
wideband_pgd,3,-4201237.0,51808.34375,428016.5,0.0,,
wideband_pgd,4,-5268070.5,63484.48828125,539477.5625,0.0,,
wideband_pgd,5,-5352287.0,63581.734375,549822.25,0.0,,
wideband_pgd,6,-5338772.0,63452.51171875,548374.75,0.0,,
wideband_pgd,7,-5351250.5,63575.828125,549703.375,0.0,,
wideband_pgd,8,-5354385.0,63609.73828125,550031.625,0.0,,
wideband_pgd,9,-5357745.5,63643.625,550388.125,0.0,,
wideband_pgd,10,-5359620.0,63662.48046875,550587.0625,0.0,,
budgeted_primal_dual_pgd,1,-26663.36328125,2372.34326171875,17777.5078125,1.9868215517249155e-08,1.4846452474594116,4.583056449890137
budgeted_primal_dual_pgd,2,-947142.875,53086.98828125,631403.5,0.0,2.3609800338745117,6.083056449890137
budgeted_primal_dual_pgd,3,-688093.1875,38698.82421875,458671.9375,0.0,3.211954116821289,7.583056449890137
budgeted_primal_dual_pgd,4,-745866.3125,41892.84765625,497159.53125,0.0,4.004880905151367,9.083056449890137
budgeted_primal_dual_pgd,5,-738272.125,41485.64453125,492056.59375,0.0,4.848219394683838,10.583056449890137
budgeted_primal_dual_pgd,6,-742545.125,41741.48828125,494872.09375,0.0,5.697071075439453,12.083056449890137
budgeted_primal_dual_pgd,7,-743569.8125,41819.23046875,495520.625,0.0,6.546777248382568,13.583056449890137
budgeted_primal_dual_pgd,8,-744669.875,41918.48828125,496218.8125,0.0,7.39802360534668,15.083056449890137
budget_aware_primal_dual_unfolded,1,-74.5584716796875,2372.34326171875,17777.5078125,1.9868215517249155e-08,4.293121814727783,6.931883811950684
budget_aware_primal_dual_unfolded,2,-2116525.5,67874.421875,813860.9375,0.0,11.64477825164795,19.990447998046875
budget_aware_primal_dual_unfolded,3,-1733.99169921875,55889.73828125,669997.0625,0.0,30.49903678894043,53.008296966552734
budget_aware_primal_dual_unfolded,4,-2109809.75,54449.28125,652726.4375,0.0,34.656463623046875,60.34877014160156
budget_aware_primal_dual_unfolded,5,-108808.421875,86997.359375,853533.625,0.0,50.59611892700195,94.18049621582031
budget_aware_primal_dual_unfolded,6,-3156.4482421875,12523.13671875,130787.09375,0.0,52.082218170166016,96.5885238647461
budget_aware_primal_dual_unfolded,7,-3063.503173828125,1160.6236572265625,13416.25390625,0.0,80.14753723144531,146.92721557617188
budget_aware_primal_dual_unfolded,8,-16209.384765625,1054.4805908203125,12112.5771484375,0.0,86.83185577392578,158.50807189941406
risk_neutral_pgd,1,19.462583541870117,2153.972900390625,10357.611328125,3.12214822884016e-08,,
risk_neutral_pgd,2,43.380916595458984,2070.6767578125,10276.9052734375,0.0,,
risk_neutral_pgd,3,44.22383499145508,2185.852783203125,11717.056640625,0.0,,
risk_neutral_pgd,4,45.78975296020508,2254.238525390625,12885.931640625,0.0,,
risk_neutral_pgd,5,47.12701416015625,2100.035400390625,11664.7099609375,0.0,,
risk_neutral_pgd,6,47.887882232666016,2217.810546875,14866.6142578125,0.0,,
risk_neutral_pgd,7,50.53690719604492,2087.267822265625,13231.3154296875,0.0,,
risk_neutral_pgd,8,51.29237747192383,1921.51025390625,11101.822265625,0.0,,
risk_neutral_pgd,9,50.189697265625,1824.8428955078125,10042.849609375,0.0,,
risk_neutral_pgd,10,51.28901290893555,1726.9136962890625,8256.765625,0.0,,
wideband_pgd,1,-114566.15625,1699.078125,11137.2392578125,1.7029899268550253e-08,,
wideband_pgd,2,-4058492.75,77921.6953125,361211.1875,0.0,,
wideband_pgd,3,-3927569.5,55282.23046875,387294.375,0.0,,
wideband_pgd,4,-3977927.75,58563.53125,387436.625,0.0,,
wideband_pgd,5,-3985957.75,58142.625,389229.4375,0.0,,
wideband_pgd,6,-3995416.0,58457.61328125,389821.125,0.0,,
wideband_pgd,7,-3999880.25,58489.66015625,390318.96875,0.0,,
wideband_pgd,8,-4003112.25,58546.41015625,390616.5625,0.0,,
wideband_pgd,9,-4005133.0,58572.39453125,390820.53125,0.0,,
wideband_pgd,10,-4006477.5,58591.40234375,390952.875,0.0,,
budgeted_primal_dual_pgd,1,-16707.83984375,1699.078125,11137.2392578125,1.7029899268550253e-08,1.286108136177063,4.262638092041016
budgeted_primal_dual_pgd,2,-568614.5625,32341.171875,379052.78125,0.0,2.0236079692840576,5.762638092041016
budgeted_primal_dual_pgd,3,-413956.875,23751.806640625,275921.40625,0.0,2.761108160018921,7.262638092041016
budgeted_primal_dual_pgd,4,-449915.0625,25730.345703125,299866.09375,0.0,3.498607873916626,8.762638092041016
budgeted_primal_dual_pgd,5,-446367.875,25566.806640625,297471.34375,0.0,4.236108303070068,10.262638092041016
budgeted_primal_dual_pgd,6,-449682.5625,25732.697265625,299653.0,0.0,4.973608016967773,11.762638092041016
budgeted_primal_dual_pgd,7,-450859.78125,25799.525390625,300407.53125,0.0,5.7111077308654785,13.262638092041016
budgeted_primal_dual_pgd,8,-451911.40625,25811.396484375,301080.125,0.0,6.4486083984375,14.762638092041016
budget_aware_primal_dual_unfolded,1,-35.53842544555664,1699.078125,11137.2392578125,1.7029899268550253e-08,3.4838809967041016,6.981128692626953
budget_aware_primal_dual_unfolded,2,-1221717.625,38599.11328125,462478.21875,0.0,10.011847496032715,20.10687255859375
budget_aware_primal_dual_unfolded,3,-1055.046875,31582.8203125,378323.25,0.0,25.372840881347656,53.269683837890625
budget_aware_primal_dual_unfolded,4,-1214477.25,30782.3359375,368729.65625,0.0,28.780309677124023,60.61976623535156
budget_aware_primal_dual_unfolded,5,-66378.265625,46667.09765625,539751.75,0.0,45.76760482788086,94.59742736816406
budget_aware_primal_dual_unfolded,6,-2727.85205078125,1128.732177734375,7681.7470703125,0.0,46.97529220581055,97.00187683105469
budget_aware_primal_dual_unfolded,7,-2241.879150390625,58.55403137207031,296.4880065917969,0.0,67.38252258300781,147.56004333496094
budget_aware_primal_dual_unfolded,8,-4107.9150390625,55.16163635253906,263.7832946777344,0.0,72.88660430908203,159.2244415283203
risk_neutral_pgd,1,20.66324234008789,1799.08349609375,8822.32421875,3.12214822884016e-08,,
risk_neutral_pgd,2,43.760833740234375,1720.6397705078125,9296.041015625,0.0,,
risk_neutral_pgd,3,44.358394622802734,1529.5325927734375,7751.03515625,0.0,,
risk_neutral_pgd,4,48.61064529418945,1516.2645263671875,7992.3447265625,0.0,,
risk_neutral_pgd,5,49.01640701293945,1599.03857421875,9619.9365234375,0.0,,
risk_neutral_pgd,6,52.67946243286133,1392.0400390625,8158.6162109375,0.0,,
risk_neutral_pgd,7,50.68330001831055,1288.9193115234375,7331.23974609375,0.0,,
risk_neutral_pgd,8,52.43328857421875,1250.7318115234375,7227.03515625,0.0,,
risk_neutral_pgd,9,52.383392333984375,1260.9337158203125,7659.095703125,0.0,,
risk_neutral_pgd,10,53.26692581176758,1186.2567138671875,6878.33251953125,0.0,,
wideband_pgd,1,-60057.390625,729.5602416992188,6141.57421875,2.838316426334586e-08,,
wideband_pgd,2,-1374564.625,18644.439453125,136865.828125,0.0,,
wideband_pgd,3,-1231885.125,14439.8466796875,126914.1875,0.0,,
wideband_pgd,4,-1259658.875,15073.9931640625,129197.078125,0.0,,
wideband_pgd,5,-1255698.625,14958.109375,128919.59375,0.0,,
wideband_pgd,6,-1259269.625,15027.2763671875,129236.2578125,0.0,,
wideband_pgd,7,-1260114.375,15036.1298828125,129325.21875,0.0,,
wideband_pgd,8,-1261049.0,15050.3623046875,129415.40625,0.0,,
wideband_pgd,9,-1261566.375,15057.2255859375,129467.15625,0.0,,
wideband_pgd,10,-1261920.5,15061.6630859375,129502.984375,0.0,,
budgeted_primal_dual_pgd,1,-9204.6044921875,729.5602416992188,6141.57421875,2.838316426334586e-08,1.0195561647415161,3.490621328353882
budgeted_primal_dual_pgd,2,-214829.703125,12045.0859375,143212.4375,0.0,1.4880366325378418,4.843395233154297
budgeted_primal_dual_pgd,3,-157763.75,8852.3896484375,105155.9921875,0.0,1.9162458181381226,5.558049201965332
budgeted_primal_dual_pgd,4,-170266.4375,9542.8125,113469.125,0.0,2.3840320110321045,7.058049201965332
budgeted_primal_dual_pgd,5,-168490.71875,9442.8857421875,112277.2421875,0.0,2.7998530864715576,8.558049201965332
budgeted_primal_dual_pgd,6,-169333.890625,9488.205078125,112815.203125,0.0,3.261479616165161,10.058049201965332
budgeted_primal_dual_pgd,7,-169362.921875,11961.09765625,112822.984375,0.0,3.7231369018554688,11.558049201965332
budgeted_primal_dual_pgd,8,-169659.765625,11047.0244140625,112991.21875,0.0,4.2141499519348145,13.058049201965332
budget_aware_primal_dual_unfolded,1,-23.354690551757812,729.5602416992188,6141.57421875,2.838316426334586e-08,2.2061522006988525,6.9736104011535645
budget_aware_primal_dual_unfolded,2,-211579.890625,6964.99609375,83433.6796875,0.0,6.0306243896484375,20.10695457458496
budget_aware_primal_dual_unfolded,3,-433.0208740234375,5321.05029296875,63721.421875,0.0,15.0112886428833,53.28748321533203
budget_aware_primal_dual_unfolded,4,-194912.109375,5162.90771484375,61827.859375,0.0,16.997854232788086,60.67003631591797
budget_aware_primal_dual_unfolded,5,-28389.984375,17162.7890625,202320.34375,0.0,26.63703155517578,94.67056274414062
budget_aware_primal_dual_unfolded,6,-1577.630615234375,263.6113586425781,2334.187744140625,0.0,27.416635513305664,97.08890533447266
budget_aware_primal_dual_unfolded,7,-1598.02001953125,9.809310913085938,63.75791549682617,0.0,43.02446365356445,147.67617797851562
budget_aware_primal_dual_unfolded,8,-2294.98193359375,8.282690048217773,48.39085388183594,0.0,46.211055755615234,159.32699584960938
risk_neutral_pgd,1,24.46453857421875,6940.56884765625,61850.609375,3.4059798537100505e-08,,
risk_neutral_pgd,2,47.29195022583008,5240.37060546875,45461.9296875,0.0,,
risk_neutral_pgd,3,55.3552360534668,4583.60302734375,40885.4296875,0.0,,
risk_neutral_pgd,4,56.83488082885742,4230.57958984375,34089.6171875,0.0,,
risk_neutral_pgd,5,54.025394439697266,3428.1533203125,27219.404296875,0.0,,
risk_neutral_pgd,6,54.95790100097656,3549.10546875,29933.53515625,0.0,,
risk_neutral_pgd,7,56.290435791015625,3589.587646484375,27023.208984375,0.0,,
risk_neutral_pgd,8,57.94550704956055,3565.771240234375,28675.029296875,0.0,,
risk_neutral_pgd,9,56.530399322509766,3826.944091796875,31159.630859375,0.0,,
risk_neutral_pgd,10,58.712921142578125,4511.77783203125,39146.1484375,0.0,,
wideband_pgd,1,-134878.09375,1891.7767333984375,13315.33984375,2.838316426334586e-08,,
wideband_pgd,2,-5834699.0,87369.7578125,565522.0625,0.0,,
wideband_pgd,3,-4175116.5,59840.26171875,409692.0,0.0,,
wideband_pgd,4,-4559038.5,66185.4375,445784.6875,0.0,,
wideband_pgd,5,-4461445.5,64587.15234375,436581.90625,0.0,,
wideband_pgd,6,-4485791.5,64988.9375,438871.65625,0.0,,
wideband_pgd,7,-4479719.0,64889.52734375,438299.125,0.0,,
wideband_pgd,8,-4481240.5,64914.90625,438441.75,0.0,,
wideband_pgd,9,-4480857.0,64908.83203125,438405.25,0.0,,
wideband_pgd,10,-4480958.5,64910.60546875,438414.5625,0.0,,
budgeted_primal_dual_pgd,1,-19969.556640625,1891.7767333984375,13315.33984375,2.838316426334586e-08,1.2496415376663208,4.563053131103516
budgeted_primal_dual_pgd,2,-668736.0,37875.3828125,445805.84375,0.0,1.931127905845642,5.376315593719482
budgeted_primal_dual_pgd,3,-543014.5625,30688.314453125,361969.28125,0.0,2.599838972091675,6.876315593719482
budgeted_primal_dual_pgd,4,-736598.1875,41373.37890625,491000.21875,0.0,3.2531118392944336,8.37631607055664
budgeted_primal_dual_pgd,5,-677666.0,38069.0390625,451692.375,0.0,3.86926531791687,9.87631607055664
budgeted_primal_dual_pgd,6,-688690.75,38677.625,459011.625,0.0,4.520271301269531,11.37631607055664
budgeted_primal_dual_pgd,7,-686494.9375,38529.828125,457517.5,0.0,5.195271015167236,12.87631607055664
budgeted_primal_dual_pgd,8,-686981.25,38617.30859375,457832.59375,0.0,5.800980091094971,14.37631607055664
budget_aware_primal_dual_unfolded,1,-49.920616149902344,1891.7767333984375,13315.33984375,2.838316426334586e-08,3.3004138469696045,6.957136154174805
budget_aware_primal_dual_unfolded,2,-1216315.5,38923.08203125,467004.65625,0.0,7.868795394897461,20.029735565185547
budget_aware_primal_dual_unfolded,3,-991.315673828125,30930.939453125,370968.3125,0.0,20.287620544433594,53.058143615722656
budget_aware_primal_dual_unfolded,4,-1168326.125,30068.552734375,360625.46875,0.0,23.08698081970215,60.34982681274414
budget_aware_primal_dual_unfolded,5,-70472.7265625,54937.45703125,555825.125,0.0,38.70755386352539,94.214111328125
budget_aware_primal_dual_unfolded,6,-2266.491455078125,3045.484375,32706.953125,0.0,39.774654388427734,96.60391235351562
budget_aware_primal_dual_unfolded,7,-1558.3865966796875,38.24264144897461,375.1336364746094,0.0,53.92366409301758,146.96066284179688
budget_aware_primal_dual_unfolded,8,-3437.283203125,35.01962661743164,266.697509765625,0.0,59.045047760009766,158.5589599609375
risk_neutral_pgd,1,21.851491928100586,25597.265625,244915.96875,1.7029899268550253e-08,,
risk_neutral_pgd,2,45.17600631713867,23830.943359375,234986.71875,0.0,,
risk_neutral_pgd,3,47.59999084472656,24945.751953125,252761.1875,0.0,,
risk_neutral_pgd,4,45.51302719116211,25593.3671875,263761.25,0.0,,
risk_neutral_pgd,5,48.52058792114258,21909.142578125,225114.03125,0.0,,
risk_neutral_pgd,6,51.08567810058594,21447.69140625,216502.8125,0.0,,
risk_neutral_pgd,7,48.49480056762695,18781.017578125,187590.28125,0.0,,
risk_neutral_pgd,8,51.57293701171875,17848.0546875,176747.3125,0.0,,
risk_neutral_pgd,9,49.880157470703125,17146.349609375,167053.6875,0.0,,
risk_neutral_pgd,10,51.68171310424805,15412.2900390625,144342.5625,0.0,,
wideband_pgd,1,-742395.625,9448.1357421875,75086.4453125,1.9868215517249155e-08,,
wideband_pgd,2,-52033812.0,706639.8125,5179279.0,0.0,,
wideband_pgd,3,-42890432.0,464708.53125,4489977.0,0.0,,
wideband_pgd,4,-45365804.0,498693.375,4735677.0,0.0,,
wideband_pgd,5,-45223512.0,495822.21875,4723273.5,0.0,,
wideband_pgd,6,-45594760.0,500508.25,4760893.0,0.0,,
wideband_pgd,7,-45715304.0,501832.625,4773478.0,0.0,,
wideband_pgd,8,-45813804.0,503002.25,4783597.0,0.0,,
wideband_pgd,9,-45864524.0,503588.46875,4788838.0,0.0,,
wideband_pgd,10,-45895204.0,503948.0,4791999.0,0.0,,
budgeted_primal_dual_pgd,1,-112644.6953125,9448.1357421875,75086.4453125,1.9868215517249155e-08,1.6735445261001587,3.7313268184661865
budgeted_primal_dual_pgd,2,-8123012.0,454146.59375,5415299.5,0.0,2.661173105239868,5.231327056884766
budgeted_primal_dual_pgd,3,-5544205.0,310961.46875,3696062.5,0.0,3.5643975734710693,6.731327056884766
budgeted_primal_dual_pgd,4,-6060517.0,339528.96875,4040235.0,0.0,4.463716506958008,8.231327056884766
budgeted_primal_dual_pgd,5,-5984687.5,335310.21875,3989644.25,0.0,5.3652801513671875,9.731327056884766
budgeted_primal_dual_pgd,6,-6020110.0,337260.71875,4013224.0,0.0,6.27451753616333,11.231327056884766
budgeted_primal_dual_pgd,7,-6026173.5,337344.4375,4017227.75,0.0,7.186110019683838,12.731327056884766
budgeted_primal_dual_pgd,8,-6033159.5,337597.5,4021848.0,0.0,8.098822593688965,14.231327056884766
budget_aware_primal_dual_unfolded,1,-357.539794921875,9448.1357421875,75086.4453125,1.9868215517249155e-08,5.193652629852295,6.952172756195068
budget_aware_primal_dual_unfolded,2,-22547746.0,713412.9375,8560360.0,0.0,13.558597564697266,20.016807556152344
budget_aware_primal_dual_unfolded,3,-11149.3759765625,584269.4375,7010681.5,0.0,34.778316497802734,53.01841354370117
budget_aware_primal_dual_unfolded,4,-22198280.0,566956.0625,6802935.0,0.0,39.46222686767578,60.294921875
budget_aware_primal_dual_unfolded,5,-1054632.625,717806.1875,8594482.0,0.0,63.87382125854492,94.12922668457031
budget_aware_primal_dual_unfolded,6,-3526.362548828125,6616.96533203125,71680.8125,0.0,65.39978790283203,96.51763916015625
budget_aware_primal_dual_unfolded,7,-2932.46826171875,126.31735229492188,1318.945068359375,0.0,91.22897338867188,146.83151245117188
budget_aware_primal_dual_unfolded,8,-5476.1318359375,56.81596374511719,480.0059814453125,0.0,98.11959075927734,158.42581176757812
risk_neutral_pgd,1,18.372249603271484,5440.3173828125,29783.265625,3.4059798537100505e-08,,
risk_neutral_pgd,2,41.70795822143555,5477.57373046875,29692.693359375,0.0,,
risk_neutral_pgd,3,44.7014045715332,5676.37158203125,31388.109375,0.0,,
risk_neutral_pgd,4,45.61277389526367,5700.00732421875,29419.76953125,0.0,,
risk_neutral_pgd,5,47.21168899536133,6306.80615234375,35872.2734375,0.0,,
risk_neutral_pgd,6,48.0849494934082,6069.59326171875,32202.7734375,0.0,,
risk_neutral_pgd,7,48.12367630004883,6291.04931640625,34495.76953125,0.0,,
risk_neutral_pgd,8,48.59884262084961,6629.326171875,39581.37109375,0.0,,
risk_neutral_pgd,9,50.971187591552734,5838.20849609375,30155.35546875,0.0,,
risk_neutral_pgd,10,51.39979553222656,6005.720703125,34375.36328125,0.0,,
wideband_pgd,1,-194127.1875,3038.915283203125,18569.943359375,2.838316426334586e-08,,
wideband_pgd,2,-11502612.0,181741.078125,1097064.375,0.0,,
wideband_pgd,3,-10714324.0,122618.75,1109382.5,0.0,,
wideband_pgd,4,-11050529.0,128758.5703125,1139895.75,0.0,,
wideband_pgd,5,-11101589.0,128440.2734375,1146874.75,0.0,,
wideband_pgd,6,-11173462.0,129315.9609375,1154217.125,0.0,,
wideband_pgd,7,-11206497.0,129579.0859375,1157853.0,0.0,,
wideband_pgd,8,-11228148.0,129796.9296875,1160151.0,0.0,,
wideband_pgd,9,-11239998.0,129906.4609375,1161426.75,0.0,,
wideband_pgd,10,-11246888.0,129972.8359375,1162163.75,0.0,,
budgeted_primal_dual_pgd,1,-27866.28125,3038.915283203125,18569.943359375,2.838316426334586e-08,1.283684253692627,3.976287603378296
budgeted_primal_dual_pgd,2,-1545030.375,86805.609375,1029989.75,0.0,1.9770101308822632,5.476287841796875
budgeted_primal_dual_pgd,3,-1099726.0,62104.55859375,733102.625,0.0,2.628601312637329,6.976287841796875
budgeted_primal_dual_pgd,4,-1194950.625,67359.4765625,796577.625,0.0,3.2111759185791016,8.448690414428711
budgeted_primal_dual_pgd,5,-1178528.0,66425.125,785582.25,0.0,3.946089506149292,9.948690414428711
budgeted_primal_dual_pgd,6,-1182574.25,66667.4609375,788271.0,0.0,4.580501079559326,11.448690414428711
budgeted_primal_dual_pgd,7,-1182062.125,66611.5859375,787894.0,0.0,5.278655529022217,12.948690414428711
budgeted_primal_dual_pgd,8,-1182175.375,66587.5390625,787936.1875,0.0,6.029979228973389,14.448690414428711
budget_aware_primal_dual_unfolded,1,-78.56010437011719,3038.915283203125,18569.943359375,2.838316426334586e-08,3.4439754486083984,6.901967525482178
budget_aware_primal_dual_unfolded,2,-2498672.5,79380.40625,952099.875,0.0,9.219009399414062,19.87070655822754
budget_aware_primal_dual_unfolded,3,-1648.269775390625,64356.5,771839.5,0.0,23.643386840820312,52.66059112548828
budget_aware_primal_dual_unfolded,4,-2443718.75,62548.34375,750150.0,0.0,26.818222045898438,59.88896560668945
budget_aware_primal_dual_unfolded,5,-153056.828125,103530.1640625,1233792.75,0.0,41.836700439453125,93.52006530761719
budget_aware_primal_dual_unfolded,6,-2335.4287109375,2370.408203125,24275.96484375,0.0,42.98362731933594,95.9019775390625
budget_aware_primal_dual_unfolded,7,-1834.3226318359375,53.26283264160156,301.2768859863281,0.0,60.9222412109375,145.92193603515625
budget_aware_primal_dual_unfolded,8,-3813.66650390625,66.81558227539062,255.8118133544922,0.0,66.52535247802734,157.4273223876953
risk_neutral_pgd,1,26.187532424926758,13328.4482421875,93153.28125,2.2706531765948057e-08,,
risk_neutral_pgd,2,52.745819091796875,11779.0009765625,80974.5078125,0.0,,
risk_neutral_pgd,3,51.94038009643555,12307.7841796875,95281.234375,0.0,,
risk_neutral_pgd,4,55.62788391113281,10807.2138671875,77247.75,0.0,,
risk_neutral_pgd,5,54.92936325073242,9242.1943359375,67718.75,0.0,,
risk_neutral_pgd,6,53.8849983215332,7571.15966796875,52974.41796875,0.0,,
risk_neutral_pgd,7,54.93765640258789,8617.1865234375,51131.03125,0.0,,
risk_neutral_pgd,8,56.00825500488281,8588.662109375,51368.2890625,0.0,,
risk_neutral_pgd,9,61.09458541870117,9126.9501953125,63990.5,0.0,,
risk_neutral_pgd,10,61.08478927612305,10060.0322265625,68553.203125,0.0,,
wideband_pgd,1,-471041.0625,5355.59814453125,48841.39453125,2.554484801464696e-08,,
wideband_pgd,2,-14767542.0,185227.75,1498644.125,0.0,,
wideband_pgd,3,-10182250.0,122503.8359375,1043089.5,0.0,,
wideband_pgd,4,-11254711.0,136476.828125,1150947.25,0.0,,
wideband_pgd,5,-10983092.0,132974.703125,1123561.0,0.0,,
wideband_pgd,6,-11051059.0,133868.609375,1130380.75,0.0,,
wideband_pgd,7,-11034216.0,133655.8125,1128674.25,0.0,,
wideband_pgd,8,-11038530.0,133716.0,1129100.75,0.0,,
wideband_pgd,9,-11037517.0,133705.46875,1128994.0,0.0,,
wideband_pgd,10,-11037817.0,133711.171875,1129020.75,0.0,,
budgeted_primal_dual_pgd,1,-73252.9765625,5355.59814453125,48841.39453125,2.554484801464696e-08,1.3910709619522095,5.233771800994873
budgeted_primal_dual_pgd,2,-1776403.0,99914.3125,1184255.75,0.0,2.1278269290924072,6.309005260467529
budgeted_primal_dual_pgd,3,-1335331.875,75307.484375,890182.5,0.0,2.865668535232544,7.809005260467529
budgeted_primal_dual_pgd,4,-1439560.0,81009.65625,959638.125,0.0,3.6370232105255127,9.309005737304688
budgeted_primal_dual_pgd,5,-2343184.75,130913.5390625,1562022.75,0.0,4.427640914916992,10.809005737304688
budgeted_primal_dual_pgd,6,-2038850.75,113939.0234375,1359098.75,0.0,5.217243671417236,12.309005737304688
budgeted_primal_dual_pgd,7,-2094800.5,117019.5,1396385.75,0.0,5.938182830810547,12.183869361877441
budgeted_primal_dual_pgd,8,-2083470.875,116367.6953125,1388783.25,0.0,6.732435703277588,13.683869361877441
budget_aware_primal_dual_unfolded,1,-224.52932739257812,5355.59814453125,48841.39453125,2.554484801464696e-08,3.9649455547332764,6.8811845779418945
budget_aware_primal_dual_unfolded,2,-3681664.5,117377.6328125,1407004.125,0.0,10.2814359664917,19.847484588623047
budget_aware_primal_dual_unfolded,3,-2269.5556640625,96769.0,1159775.75,0.0,26.27567481994629,52.67441940307617
budget_aware_primal_dual_unfolded,4,-3679858.75,94096.8359375,1127734.25,0.0,29.834625244140625,59.96709442138672
budget_aware_primal_dual_unfolded,5,-223996.078125,188457.984375,1821922.25,0.0,48.34757614135742,93.59898376464844
budget_aware_primal_dual_unfolded,6,-2985.706787109375,12891.171875,143493.203125,0.0,49.65666580200195,96.00904083251953
budget_aware_primal_dual_unfolded,7,-2454.291015625,425.9354553222656,4558.23486328125,0.0,71.54934692382812,146.05751037597656
budget_aware_primal_dual_unfolded,8,-7093.5146484375,334.8293762207031,3363.3232421875,0.0,76.99403381347656,157.55300903320312
risk_neutral_pgd,1,27.64130973815918,8716.7158203125,40934.2734375,2.2706531765948057e-08,,
risk_neutral_pgd,2,46.17755126953125,8369.2451171875,37661.0234375,0.0,,
risk_neutral_pgd,3,49.3416748046875,8155.65869140625,34456.3359375,0.0,,
risk_neutral_pgd,4,52.38111877441406,7270.693359375,30309.1953125,0.0,,
risk_neutral_pgd,5,52.26063537597656,7663.52880859375,34038.8828125,0.0,,
risk_neutral_pgd,6,55.237030029296875,8047.7578125,34014.2578125,0.0,,
risk_neutral_pgd,7,53.35249710083008,7633.177734375,32521.59375,0.0,,
risk_neutral_pgd,8,53.98213577270508,7602.46630859375,34278.2109375,0.0,,
risk_neutral_pgd,9,57.04899597167969,7906.40576171875,36096.94921875,0.0,,
risk_neutral_pgd,10,57.27186965942383,7773.21337890625,37965.1796875,0.0,,
wideband_pgd,1,-385937.0,6286.32275390625,36458.31640625,1.9868215517249155e-08,,
wideband_pgd,2,-44492632.0,493331.65625,4636585.0,0.0,,
wideband_pgd,3,-28187628.0,312232.90625,2938019.0,0.0,,
wideband_pgd,4,-32313328.0,357493.75,3368867.0,0.0,,
wideband_pgd,5,-31348466.0,347123.375,3267703.25,0.0,,
wideband_pgd,6,-31613364.0,350093.28125,3295246.75,0.0,,
wideband_pgd,7,-31553832.0,349485.03125,3288945.75,0.0,,
wideband_pgd,8,-31570764.0,349694.5,3290669.5,0.0,,
wideband_pgd,9,-31567292.0,349672.96875,3290275.75,0.0,,
wideband_pgd,10,-31568526.0,349698.40625,3290382.5,0.0,,
budgeted_primal_dual_pgd,1,-54690.3515625,6286.32275390625,36458.31640625,1.9868215517249155e-08,1.4484710693359375,4.783138275146484
budgeted_primal_dual_pgd,2,-8116644.5,453140.125,5411063.5,0.0,2.2910451889038086,6.283138275146484
budgeted_primal_dual_pgd,3,-5554032.0,310797.46875,3702627.25,0.0,3.082956314086914,7.783138275146484
budgeted_primal_dual_pgd,4,-6097688.0,341108.9375,4065052.25,0.0,3.768691301345825,7.812363624572754
budgeted_primal_dual_pgd,5,-6005878.0,336038.6875,4003795.25,0.0,4.587829113006592,9.312363624572754
budgeted_primal_dual_pgd,6,-6029448.5,337327.125,4019490.0,0.0,5.376659393310547,10.812363624572754
budgeted_primal_dual_pgd,7,-6026183.5,337170.34375,4017270.25,0.0,6.209208011627197,12.312363624572754
budgeted_primal_dual_pgd,8,-6027286.5,336711.0,4017979.25,0.0,7.034304141998291,13.812363624572754
budget_aware_primal_dual_unfolded,1,-232.5357666015625,6286.32275390625,36458.31640625,1.9868215517249155e-08,3.9022552967071533,6.519595146179199
budget_aware_primal_dual_unfolded,2,-16298204.0,540204.625,6478864.5,0.0,10.203906059265137,18.715167999267578
budget_aware_primal_dual_unfolded,3,-12227.9501953125,433035.15625,5193051.0,0.0,26.5319766998291,49.7288818359375
budget_aware_primal_dual_unfolded,4,-15487047.0,416744.75,4997642.5,0.0,30.16534423828125,56.56510925292969
budget_aware_primal_dual_unfolded,5,-801883.125,477931.0,5706293.0,0.0,45.5264778137207,88.36087036132812
budget_aware_primal_dual_unfolded,6,-2864.04248046875,12205.109375,126006.2734375,0.0,46.7519645690918,90.68212890625
budget_aware_primal_dual_unfolded,7,-2338.47802734375,210.6829833984375,2091.35107421875,0.0,67.89423370361328,138.181884765625
